Datum,Ende,Ort,Thema
2022-08-27,2022-08-27,Hanseatenhof,Botschaft der Bibel in Bezug auf das Grundgesetz
2022-08-27,2022-08-27,Sögestraße,Tierrechte
2022-08-27,2022-08-27,Vor den Domtreppen,Frieden im Nahen Osten
2022-08-27,2022-08-27,Hanseatenhof,Treffpunkt zum friedlichen Dialog
2022-08-27,2022-08-27,Am Wall - Bahnhofsvorplatz - Am Brill - Am Markt - Goetheplatz,"Für Frieden, Akzeptanz und Vielfalt"
2022-08-29,2022-08-29,Pulsdorfer Marktplatz,Gedenken an Habil Kilic
2022-08-29,2022-08-29,Nelson-Mandela-Park,Andacht für eine verstorbene Person aus der Bahnhfsszene
2022-09-01,2022-09-01,Gewerkschaftshaus - Herdentor - Marktplatz,Heraus Gegen den Krieg zum Antikriegstag
2022-09-01,2022-09-01,Marktplatz,Antikriegstag
2022-09-01,2022-09-01,Marktplatz,Antikriegstag
2022-09-01,2022-09-01,Marktplatz,"Mahnwache für Frieden, Versöhnung und Abrüstung"
2022-09-02,2022-09-02,Gerhard-Rohlfs-Straße,1.026. Friedenskundgebung
2022-09-02,2022-09-02,HBF - Am Brill - HBF,Gegen Impfzwang und Existenzverlust
2022-09-03,2022-09-03,Grasmarkt,Erinnern heißt verändern! Aufstehen und Einstehen für Demokratie
2022-09-03,2022-09-03,Vor den Domtreppen,Frieden im Nahen Osten
2022-09-03,2022-09-03,Hanseatenhof,Treffpunkt zum friedlichen Dialog
2022-09-03,2022-09-03,Bahnhofsvorplatz,"Meinen Frieden gebe ich, meinen Frieden lasse ich euch."
2022-09-03,2022-09-03,Am Brill - Marktplatz - Wallanlagen,"Trans*Inter*Dyke*-March – sichtbar, selbstbewusst, solidarisch – Selbstbestimmung jetzt!“"
2022-09-05,2022-09-05,Marktplatz,Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2022-09-05,2022-09-05,Vor der Schwankhalle,Transe und Queerfeindliche Gewalt. Solidarit. Politische und persönliche Selbstbestimmung
2022-09-08,2022-09-08,Vor den Domtreppen,"Mahnwache für Frieden, Versöhnung und Abrüstung"
2022-09-09,2022-09-09,Altenwall 15/16,Faire Honorare für freischaffende Berufsmusiker:innen #GoodPlayFairPlay
2022-09-09,2022-09-09,Gerhard-Rohlfs-Straße,1.027. Friedenskundgebung
2022-09-09,2022-09-09,Vor dem PAPP,Gedenken an Enver Simsek
2022-09-09,2022-09-09,Aufzug,Überschwemmung in Pakistan
2022-09-10,2022-09-10,Hanseatenhof - Bgm.-Smidt-Straße - Obernstraße - Hanseatenhof,Keine Verlängerung der Affenversuche an der Universität Bremen
2022-09-10,2022-09-10,Grasmarkt,Frieden im Nahen Osten
2022-09-10,2022-09-10,Kastanienwäldchen,Treffpunkt zum friedlichen Dialog
2022-09-10,2022-09-10,Bahnhofsvorplatz,Krieg in der Ukraine. Die Stadt Orekhov bei Zaporozhye steht seit 6 Monaten in der Schusslinie
2022-09-14,2022-09-14,Berliner Freiheit - Bgm-. Spitta-Allee,Gegen die künstlich erzeugte Preisexplosion und die Kriegstreiberei unserer Regierung! Gegen die gesellschaftliche Spaltung und Ausgrenzung! Gegen Impfzwang und Existenzverlust! Für die Rücknahme des Lastenausgleichgesetzes
2022-09-15,2022-09-15,Marktplatz,"Mahnwache für Frieden, Versöhnung und Abrüstung"
2022-09-16,2022-09-16,Martinistraße ,Kundgebung anlässlich des Parking Day
2022-09-16,2022-09-16,Marktplatz - Goetheplatz - Ulrichsplatz,Textilien und ihre Lieferketten
2022-09-16,2022-09-16,Hemmstraße - Eickedorffer Straße - Findorffstraße - Admiralstraße ,Mobilitätswende-Welle
2022-09-16,2022-09-16,Bahnhofsvorplatz,Krieg in der Ukraine. Die Stadt Orekhov in der Nähe von Zaporozhye steht seit 7 Monaten in der Schusslinie
2022-09-16,2022-09-16,Gerhard-Rohlfs-Straße,1.028. Friedenskundgebung
2022-09-17,2022-09-17,Hanseatenhof,Krieg in der Ukraine. Die Stadt Orekhov in der Nähe von Zaporozhye steht seit 7 Monaten in der Schusslinie
2022-09-17,2022-09-17,Marktplatz,Rasseliste / Soka-Run
2022-09-17,2022-09-17,Vor den Domtreppen,Frieden im Nahen Osten
2022-09-17,2022-09-17,Hanseatenhof,Treffpunkt zum friedlichen Dialog
2022-09-17,2022-09-17,Bahnhofsvorplatz - Herdentor - Martinistraße - Marktplatz,Aschura-Fest
2022-09-18,2022-09-18,Überseestadt - Gröpelingen,Fancy Women Bike Ride
2022-09-20,2022-09-20,Marktplatz,Weltkindertag
2022-09-21,2022-09-21,Berliner Freiheit - Bgm-. Spitta-Allee,Gegen die künstlich erzeugte Preisexplosion und die Kriegstreiberei unserer Regierung! Gegen die gesellschaftliche Spaltung und Ausgrenzung! Gegen Impfzwang und Existenzverlust! Für die Rücknahme des Lastenausgleichgesetzes
2022-09-22,2022-09-22,KWADRAT,Gegen die Verschlechterung der Qualität in den Kitas
2022-09-22,2022-09-22,Marktplatz,"Mahnwache für Frieden, Versöhnung und Abrüstung"
2022-09-23,2022-09-23,Kurt-Schumacher-Allee/Kark-Kautsky-Straße,Globaler Klimastreik: Verkehrswende
2022-09-23,2022-09-23,Osterdeich - ZBV-Fläche,Klimagerechtigkeit
2022-09-23,2022-09-23,Bahnhofsplatz Vegesack,Hoffnung in Zeiten wie diesen ist möglich
2022-09-23,2022-09-23,Gerhard-Rohlfs-Straße,1.029. Friedenskundgebung
2022-09-24,2022-09-24,Vor den Domtreppen,Frieden im Nahen Osten
2022-09-24,2022-09-24,Vor den Domtreppen,"Meinen Frieden gebe ich, meinen Frieden lasse ich euch."
2022-09-24,2022-09-24,Hanseatenhof,Treffpunkt zum friedlichen Dialog
2022-09-24,2022-09-24,Marktplatz,Solidarität mit den Protesten im Iran
2022-09-24,2022-09-24,Luise-Koch-Platz,Die Preise müssen runter!
2022-09-25,2022-09-25,Findorffmarkt – Eickedorferstraße - Hollerallee - Stern - Parkallee - Friedenstunnel - Am Dobben - Ernst-Glässel-Straße - Rembertiring - Breitenweg - Bu?rgermeister-Schmidt-Straße - Am Wall - Altenwall - Tiefer - Martinistraße - Bredenstraße - Hinter dem Schu?tting - Schu?ttingstraße - Marktplatz,3. Kidicall Mass - Kinder aufs Rad! Platz da für die nächste Generation!
2022-09-26,2022-09-26,Theodor-Heuss-Allee 2,Kritk am neuen Fahrplanentwurf des ZBVN
2022-09-26,2022-09-26,Marktplatz,Krieg in der Ukraine und seine weltweiten Auswirkung
2022-09-26,2022-09-26,Bahnhofsvorplatz,Solidarität mit den Protesten im Iran
2022-09-27,2022-09-27,Gerhard-Rohlfs-Straße,Gegen die Diener des Todes
2022-09-27,2022-09-27,Marktplatz,Sprachrohr Bremen / Public Mic
2022-09-27,2022-09-27,Bahnhofsvorplatz,Produktion von Milch und Milchprodukten
2022-09-28,2022-09-28,Hanseatenhof,Für Grund- und Menschenrechte
2022-09-28,2022-09-28,Marktplatz,Safe Abortion Day 2022
2022-09-28,2022-09-28,Berliner Freiheit - Bgm-. Spitta-Allee,Gegen die künstlich erzeugte Preisexplosion und die Kriegstreiberei unserer Regierung! Gegen die gesellschaftliche Spaltung und Ausgrenzung! Gegen Impfzwang und Existenzverlust! Für die Rücknahme des Lastenausgleichgesetzes
2022-09-29,2022-09-29,Vor der Grundschule Rablinghausen,Tempo 30
2022-09-29,2022-09-29,Fläche neben der Glocke,Verhandeln statt Schießen
2022-09-30,2022-09-30,Marktplatz,"Solidaritätsdemo in Bezug auf den Tod der vor kurzem im Iran getöteten Frau, namens Mahsa Amini"
2022-09-30,2022-09-30,Gerhard-Rohlfs-Straße,1.030. Friedenskundgebung
2022-10-01,2022-10-01,Vor den Domtreppen,Frieden im Nahen Osten
2022-10-01,2022-10-01,Gerhard-Rohlfs-Straße,Friedensmahnwache
2022-10-01,2022-10-01,Bahnhofsvorplatz,Internationaler Tag der älteren Generation
2022-10-01,2022-10-01,Grasmarkt,Aufstehen und Einstehen für Demokratie
2022-10-02,2022-10-02,Goetheplatz,Gedenktag Psychiatrie-Toter
2022-10-04,2022-10-04,Gerhard-Rohlfs-Straße,Gegen die Diener des Todes
2022-10-05,2022-10-05,Berliner Freiheit - Bgm-. Spitta-Allee,Gegen die künstlich erzeugte Preisexplosion und die Kriegstreiberei unserer Regierung! Gegen die gesellschaftliche Spaltung und Ausgrenzung! Gegen Impfzwang und Existenzverlust! Für die Rücknahme des Lastenausgleichgesetzes
2022-10-06,2022-10-06,August-Bebel-Allee 276,Tempo 30
2022-10-06,2022-10-06,Marktplatz,"Für Frieden, Versöhnung und Abrüstung"
2022-10-06,2022-10-06,Marktplatz,Ermordung der kurdischen Aktivistin Nagihan Akarsel in Nord Irak (Süd Kurdistan) durch den türkischen Geheimdienst
2022-10-06,2022-10-06,Hollerallee 77 (Restaurant Chapeau la Vache),Tierqualen/Stopfleber
2022-10-06,2022-10-06,Ziegenmarkt,Krieg in der Ukraine. Die Stadt Orekhov in der Nähe von Zaporozhye steht seit 7 Monaten in der Schusslinie
2022-10-07,2022-10-07,Bahnhofsvorplatz,Krieg in der Ukraine. Die Stadt Orekhov in der Nähe von Zaporozhye steht seit 7 Monaten in der Schusslinie
2022-10-07,2022-10-07,Gerhard-Rohlfs-Straße,1.031. Friedenskundgebung
2022-10-08,2022-10-08,Ulrichsplatz,Menschenrechtsverletzungen in Katar
2022-10-08,2022-10-08,Marktplatz,Krieg in der Ukraine. Die Stadt Orekhov in der Nähe von Zaporozhye steht seit 7 Monaten in der Schusslinie
2022-10-08,2022-10-08,Vor den Domtreppen,Frieden im Nahen Osten
2022-10-10,2022-10-10,Vor den Domtreppen,Krieg in der Ukraine und seine weltweiten Auswirkung
2022-10-10,2022-10-10,Fläche neben der Glocke,Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2022-10-10,2022-10-10,Aufzug durch Bremen-Vegesack,"Demonstration gegen die verfehlte Politik der Ampelregierung. Insbesondere die Energiepolitik, Friedenspolitik in der Ukraine, Sanktionspolitik, Inflation und Teuerungsrate bei Lebenshaltungskosten, Arbeitsplatzvernichtung, Konkurswelle bei KMU, drohenden Coronamaßnahmen"
2022-10-10,2022-10-10,Bahnhofsvorplatz,Landesweite Angriffe auf Kiew und weitere Städte
2022-10-11,2022-10-11,Diepenau 10,Aktive Mittagspause von Beschäftigten des Senders Radio Bremen bzw. Bremedia begleitend zu den im Sender stattfindenden Tarifverhandlungen
2022-10-11,2022-10-11,Gerhard-Rohlfs-Straße,Gegen die Diener des Todes
2022-10-12,2022-10-12,Aufzug Vahr,Zeit für Bildung
2022-10-12,2022-10-12,Bhf Vegesack - Sedanplatz - Bhf Vegesack,Gegen die künstlich erzeugte Preisexplosion und die Kriegstreiberei unserer Regierung! Gegen die gesellschaftliche Spaltung und Ausgrenzung! Gegen Impfzwang und Existenzverlust! Für die Rücknahme des Lastenausgleichgesetzes
2022-10-13,2022-10-13,Liebfrauenkrichhof / Ecke Sögestraße,"Für Frieden, Versöhnung und Abrüstung"
2022-10-14,2022-10-14,Domshof,Transfeindlichkeit
2022-10-14,2022-10-14,Gerhard-Rohlfs-Straße,1.032. Friedenskundgebung
2022-10-15,2022-10-15,Ansgarikirchhof,"Kundgebung: Wo sind in Zeiten wie diesen die ""Guten Nachrichten"" zum Leben"
2022-10-15,2022-10-15,Willy-Brandt-Platz,Krieg in der Ukraine
2022-10-15,2022-10-15,Sögestraße bei den Schweinen,Tierrechte
2022-10-15,2022-10-15,Sögestraße bei den Schweinen,Botschaft der Bibel in Bezug auf das Grundgesetz
2022-10-15,2022-10-15,Fläche neben der Glocke,Frieden im Nahen Osten
2022-10-16,2022-10-16,Reitbrake,Abschluss der archäologischen Grabungsarbeiten am ehemaligen Friedhof sowjetischer Kriegsgefangener
2022-10-17,2022-10-17,Vor den Domtreppen,Krieg in der Ukraine und seine weltweiten Auswirkung
2022-10-17,2022-10-17,Aufzug durch Bremen-Nord,"Demonstration gegen die verfehlte Politik der Ampelregierung. Insbesondere die Energiepolitik, Friedenspolitik in der Ukraine, Sanktionspolitik, Inflation und Teuerungsrate bei Lebenshaltungskosten, Arbeitsplatzvernichtung, Konkurswelle bei KMU, drohenden Coronamaßnahmen"
2022-10-18,2022-10-18,Gerhard-Rohlfs-Straße,Gegen die Diener des Todes
2022-10-19,2022-10-19,Bhf Vegesack - Sedanplatz - Bhf Vegesack,Gegen die künstlich erzeugte Preisexplosion und die Kriegstreiberei unserer Regierung! Gegen die gesellschaftliche Spaltung und Ausgrenzung! Gegen Impfzwang und Existenzverlust! Für die Rücknahme des Lastenausgleichgesetzes
2022-10-20,2022-10-20,Liebfrauenkrichhof / Ecke Sögestraße,"Für Frieden, Versöhnung und Abrüstung"
2022-10-20,2022-10-20,Platz der Deutschen Einheit,Kundgebung gegen die türkischen Chemiewaffenangriffe in Südkur-distan (Nord Irak)
2022-10-21,2022-10-21,"Domsheide, vor Hausnummer 8",Rüstungshochburg Bremen
2022-10-21,2022-10-21,Gerhard-Rohlfs-Straße,1.033. Friedenskundgebung
2022-10-22,2022-10-22,Kreuzungsbereich Bahnhofstraße/Breitenweg,Negativer Einfluss von tierischen Lebensmitteln auf das Klima
2022-10-22,2022-10-22,Ullrichsplatz,Menschenrechtsverletzungen im Iran
2022-10-22,2022-10-22,Fläche neben der Glocke,Frieden im Nahen Osten
2022-10-22,2022-10-22,Sögestraße bei den Schweinen,Botschaft der Bibel in Bezug auf das Grundgesetz
2022-10-24,2022-10-24,Vor den Domtreppen,Krieg in der Ukraine und seine weltweiten Auswirkung
2022-10-24,2022-10-24,Domshof,"Solidarität mit Afghanistan, Förderung von Frauenrechten"
2022-10-25,2022-10-25,Gerhard-Rohlfs-Straße,Gegen die Diener des Todes
2022-10-26,2022-10-26,Bhf Vegesack ,Wo finden wir noch Hoffnung und Halt im Alltag
2022-10-26,2022-10-26,Bhf Vegesack - Sedanplatz - Bhf Vegesack,Gegen die künstlich erzeugte Preisexplosion und die Kriegstreiberei unserer Regierung! Gegen die gesellschaftliche Spaltung und Ausgrenzung! Gegen Impfzwang und Existenzverlust! Für die Rücknahme des Lastenausgleichgesetzes
2022-10-27,2022-10-27,Bahnhofsvorplatz,Weg mit der Mehrwertsteuer - das sichert unseren Lohn!
2022-10-27,2022-10-27,"Auf den Delben, Straßenbegleitgrün",Weg mit der Mehrwertsteuer - das sichert unseren Lohn!
2022-10-27,2022-10-27,Vor den Domtreppen,Krieg in der Ukraine
2022-10-27,2022-10-27,Liebfrauenkrichhof / Ecke Sögestraße,"Für Frieden, Versöhnung und Abrüstung"
2022-10-28,2022-10-28,Überseehafengebiet,Arbeitsplätze erhalten – Alle Sicherheitsleute im Hafen müssen blei-ben
2022-10-28,2022-10-28,Bahnhofsvorplatz,Krieg in der Ukraine
2022-10-28,2022-10-28,Gerhard-Rohlfs-Straße,1.034. Friedenskundgebung
2022-10-28,2022-10-28,Diepenau 10,Streikkundgebung Radio Bremen
2022-10-29,2022-10-29,Sögestraße bei den Schweinen,Tierrechte
2022-10-29,2022-10-29,Willy-Brandt-Platz,Krieg in der Ukraine
2022-10-29,2022-10-29,Fläche neben der Glocke,Frieden im Nahen Osten
2022-10-29,2022-10-29,Marktplatz Tenever,Preiserhöhungen
2022-10-29,2022-10-29,Sögestraße bei den Schweinen,Botschaft der Bibel in Bezug auf das Grundgesetz
2022-10-30,2022-10-30,Zur Gläsernen Werft,Chhath Mahaparv
2022-10-31,2022-10-31,Vor den Domtreppen,Krieg in der Ukraine und seine weltweiten Auswirkung
2022-10-31,2022-10-31,Aufzug in Huchting,"Friede, Freiheit, Selbstbestimmung"
2022-11-01,2022-11-01,Gerhard-Rohlfs-Straße,Gegen die Diener des Todes
2022-11-02,2022-11-02,Hanseatenhof,Krieg in der Ukraine
2022-11-03,2022-11-03,Aufzug durch die Airport-Stadt,Tarifrunde Metall- und Elektroindustrie
2022-11-03,2022-11-03,Airbus-Allee 1,Tarifrunde Metall- und Elektroindustrie
2022-11-03,2022-11-03,"Wachmannstr. 9, auf dem Gehweg",Aktive Mittagspause im Rahmen der Tarifrunde des DRK
2022-11-03,2022-11-03,Brüggeweg 54,Tarifrunde Metall- und Elektroindustrie - aktive Mittagspause bei Rheinmetall Electronics
2022-11-03,2022-11-03,Konzerthaus neben der Glocke,Krieg in der Ukraine
2022-11-03,2022-11-03,Unternehmensparkplatz von thyssenkrupp,Tarifrunde 2022 Metall- und Elektroindustrie - thyssenkrupp Automation Engineering GmbH
2022-11-03,2022-11-03,Mercedes-Werk,Tarifrunde Metall- und Elektroindustrie
2022-11-03,2022-11-03,La-Rochelle-Straße,Warnstreik bei der Lear Corporation GmbH
2022-11-03,2022-11-03,Gehweg vor der Hollerallee 77,Tierqualen/Stopfleber
2022-11-03,2022-11-03,Vor den Domtreppen,US-Blockade gegen Kuba und die Zerstörung durch den Hurrican Ian
2022-11-03,2022-11-03,Liebfrauenkrichhof / Ecke Sögestraße,"Für Frieden, Versöhnung und Abrüstung"
2022-11-04,2022-11-04,Münchener Straße 77 | vor der Betriebseinfahrt,Warnstreik bei der Gestra AG
2022-11-04,2022-11-04,Goetheplatz,Krieg in der Ukraine
2022-11-04,2022-11-04,Gerhard-Rohlfs-Straße,1.035. Friedenskundgebung
2022-11-05,2022-11-05,Vor den Domtreppen,Frieden im Nahen Osten
2022-11-05,2022-11-05,Marktplatz,Krieg in der Ukraine
2022-11-05,2022-11-05,Grasmarkt,Aufstehen und Einstehen für Demokratie
2022-11-05,2022-11-05,Hanseatenhof,Die Verfolgung von Falun Dafa in China - die Verbrechen des Organraubs in Chinas Arbeitslagern
2022-11-05,2022-11-05,Sögestraße bei den Schweinen,Botschaft der Bibel in Bezug auf das Grundgesetz
2022-11-05,2022-11-05,Berliner Freiheit,Die Preise müssen runter!
2022-11-07,2022-11-07,Fläche neben der Glocke,Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2022-11-07,2022-11-07,Aufzug in Huchting,"Friede, Freiheit, Selbstbestimmung"
2022-11-08,2022-11-08,Gerhard-Rohlfs-Straße,Gegen die Diener des Todes
2022-11-08,2022-11-08,Marktplatz,Solidarität mit den Protesten in Iran
2022-11-09,2022-11-09,Gedenkstele am ehemaligen jüdischen Altersheim (Gröpelinger Heerstraße/Ecke Morgenlandstraße),Gedenken an die Opfer der Reichspogromnacht vom 09.11.1938
2022-11-09,2022-11-09,Grasmarkt,Krieg in der Ukraine
2022-11-09,2022-11-09,Marktplatz,Solidarität mit den Protesten in Iran
2022-11-09,2022-11-09,Vor dem Mahnmal in der Dechanatstraße,Gedenken an die Reichspogromnacht
2022-11-09,2022-11-09,"Radio Bremen, Diepenau 10, 28195 Bremen",Kundgebung im Rahmen der Lohn- und Gehaltstarifverhandlungen
2022-11-10,2022-11-10,Grasmarkt,Krieg in der Ukraine
2022-11-10,2022-11-10,Hanseatenhof,Solidarität mit den Protesten in Iran
2022-11-10,2022-11-10,Liebfrauenkrichhof / Ecke Sögestraße,"Für Frieden, Versöhnung und Abrüstung"
2022-11-11,2022-11-11,Hanseatenhof,Solidarität mit den Protesten in Iran
2022-11-11,2022-11-11,Marktplatz,Krieg in der Ukraine
2022-11-11,2022-11-11,Gerhard-Rohlfs-Straße,1.036. Friedenskundgebung
2022-11-12,2022-11-12,Vor den Domtreppen,Frieden im Nahen Osten
2022-11-12,2022-11-12,Hanseatenhof,Die Verfolgung von Falun Dafa in China - die Verbrechen des Organraubs in Chinas Arbeitslagern
2022-11-12,2022-11-12,Sögestraße bei den Schweinen,Tierrechte
2022-11-12,2022-11-12,Ansgarikirchhof,Aufklärung über Pelz
2022-11-12,2022-11-12,Goetheplatz,Krieg in der Ukraine
2022-11-12,2022-11-12,Marktplatz,"Kundgebung: Wo sind in Zeiten wie diesen die ""Guten Nachrichten"" zum Leben"
2022-11-12,2022-11-12,Ulrichsplatz,Katar
2022-11-12,2022-11-12,Marktplatz,Internationaler Weltklimatag
2022-11-12,2022-11-12,Vor den Domtreppen,"Meinen Frieden gebe ich, meinen Frieden lasse ich euch."
2022-11-12,2022-11-12,Aufzug durch die Innenstadt,Solidarität mit den Protesten in Iran
2022-11-12,2022-11-12,Sögestraße bei den Schweinen,Botschaft der Bibel in Bezug auf das Grundgesetz
2022-11-13,2022-11-13,Bahrsplate (Blumenthal),Antikriegskundgebung
2022-11-13,2022-11-13,Aufzug: Marktplatz - Neustadt - Marktplatz,Gedenkmarsch zum 104. Jahrestag der Unabhängigkeit Polens
2022-11-14,2022-11-14,Aufzug in Huchting,"Friede, Freiheit, Selbstbestimmung"
2022-11-15,2022-11-15,Gerhard-Rohlfs-Straße,Gegen die Diener des Todes
2022-11-15,2022-11-16,Hermann-Koenen-Straße | vor Daimler Tor 7,Warnstreik Mercedes Benz Werk in Bremen
2022-11-16,2022-11-16,Aufzug: Mercedesstraße - Hastedter Osterdeich/Georg-Bitter-Straße,Tarifrunde Metall- und Elektroindustrie. Demonstration im Rahmen von Warnstreiks in den Bremer Betrieben
2022-11-16,2022-11-16,Aufzug: Borgwardstraße - Hastedter Osterdeich/Georg-Bitter-Straße,Tarifrunde Metall- und Elektroindustrie. Demonstration im Rahmen von Warnstreiks in den Bremer Betrieben
2022-11-16,2022-11-16,Aufzug: Am Wall - Hastedter Osterdeich/Georg-Bitter-Straße,Tarifrunde Metall- und Elektroindustrie. Demonstration im Rahmen von Warnstreiks in den Bremer Betrieben
2022-11-16,2022-11-16,Hastedter Osterdeich/Georg-Bitter-Straße,Tarifrunde Metall- und Elektroindustrie. Demonstration im Rahmen von Warnstreiks in den Bremer Betrieben
2022-11-17,2022-11-17,Liebfrauenkrichhof / Ecke Sögestraße,"Für Frieden, Versöhnung und Abrüstung"
2022-11-18,2022-11-18,Bhf Vegesack ,Wo finden wir noch Hoffnung und Halt im Alltag
2022-11-18,2022-11-18,"Domsheide, vor Hausnummer 8",Rüstungshochburg Bremen
2022-11-18,2022-11-18,Gerhard-Rohlfs-Straße,1.037. Friedenskundgebung
2022-11-18,2022-11-18,Bahnhofsvorplatz,Wir stehen hier für ein: NIE WIEDER
2022-11-19,2022-11-19,Am Utkiek,"Für den Frieden und Völkerverständigung , gegen Kriege, Waffen- und Rüstungsexporte"
2022-11-19,2022-11-19,Vor den Domtreppen,Frieden im Nahen Osten
2022-11-19,2022-11-19,Fläche vor den Domtreppen,Die Verfolgung von Falun Dafa in China - die Verbrechen des Organraubs in Chinas Arbeitslagern
2022-11-19,2022-11-19,Ansgarikirchhof,Endlich Waffenruhe im Ukrainekrieg
2022-11-19,2022-11-19,Aufzug: Neustadt - Obernstraße - Goetheplatz,Demonstration gegen trans- und queerfeindliche Gewalt in Bremen
2022-11-19,2022-11-19,"Domshof, vor Markthalle 8",Für den Erhalt geschlechtsgetrennter Toiletten
2022-11-19,2022-11-19,Am Utkiek (vor der Fähre in Bremen Vegesack,Friedensmahnwache
2022-11-20,2022-11-20,Vor der Kunsthalle Bremen,Transgender day of remembrance
2022-11-21,2022-11-21,Aufzug in Huchting,"Friede, Freiheit, Selbstbestimmung"
2022-11-21,2022-11-21,Aufzug in Findorff,"Friede, Freiheit, Selbstbestimmung"
2022-11-22,2022-11-22,Gerhard-Rohlfs-Straße,Gegen die Diener des Todes
2022-11-24,2022-11-24,An der Kämenade / Uphuser Straße ,Tempo 30
2022-11-24,2022-11-24,Schule Arsten - Kinder- und Jugendfarm,Rettet die Farm!
